target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,block_thisRepN,block_thisTrialN,block_thisN,block_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,image_8_started,image_8_stopped,start_wait_started,start_wait_stopped,key_resp_9_keys,key_resp_9_rt,key_resp_9_started,key_resp_9_stopped,fl_inst_resp_keys,fl_inst_resp_rt,image_4_started,image_4_stopped,image_5_started,image_5_stopped,image_6_started,image_6_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,key_resp_rt,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,image_7_started,image_7_stopped,contineu_img_started,contineu_img_stopped,key_resp_8_keys,key_resp_8_rt,key_resp_8_started,key_resp_8_stopped,id_,date,expName,psychopyVersion,frameRate
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,1,1,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,1.2655897999648,346.134149699938,347.166374100023,347.099596499931,None,346.134149699938,None,346.134149699938,None,346.134149699938,None,348.398181439948,None,348.398181439948,None,348.398181439948,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,2,2,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,negative,l,l,1,1.16490350000095,348.398800099967,349.401046199957,349.366360399988,None,348.398800099967,None,348.398800099967,None,348.398800099967,None,350.565159939916,None,350.565159939916,None,350.565159939916,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,3,3,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.0012053999817,350.567224700004,351.599781299941,351.533002499957,None,350.567224700004,None,350.567224700004,None,350.567224700004,None,352.567444039963,None,352.567444039963,None,352.567444039963,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,4,4,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,1.14468630007468,352.568498499924,353.599797599949,353.566427499987,None,352.568498499924,None,352.568498499924,None,352.568498499924,None,354.715256039973,None,354.715256039973,None,354.715256039973,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,5,5,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,1.2659849000629,354.715633400017,355.715010299929,355.682660199935,None,354.715633400017,None,354.715633400017,None,354.715633400017,None,356.981035439984,None,356.981035439984,None,356.981035439984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,6,6,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,negative,l,l,1,1.3315428000642,356.981438099989,357.985365399974,357.951691899914,None,356.981438099989,None,356.981438099989,None,356.981438099989,None,359.31624114,None,359.31624114,None,359.31624114,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,7,7,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,1.2961670999648,359.318559899926,360.348985599936,360.28173139994,None,359.318559899926,None,359.318559899926,None,359.318559899926,None,361.614881639939,None,361.614881639939,None,361.614881639939,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,8,8,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.40055110002868,361.616648799973,362.616230799933,362.583091499982,None,361.616648799973,None,361.616648799973,None,361.616648799973,None,364.015066239971,None,364.015066239971,None,364.015066239971,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,9,9,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,1.46224289992824,364.015769699938,365.016304699937,364.982991899946,None,364.015769699938,None,364.015769699938,None,364.015769699938,None,366.48051764,None,366.48051764,None,366.48051764,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,10,10,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,negative,l,l,1,1.40301559993532,366.481084299972,367.484551499947,367.451180199976,None,366.481084299972,None,366.481084299972,None,366.481084299972,None,368.885408040008,None,368.885408040008,None,368.885408040008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,11,11,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,1.212008100003,368.90787190001,369.934688600013,369.868674299913,None,368.90787190001,None,368.90787190001,None,368.90787190001,None,371.099833040021,None,371.099833040021,None,371.099833040021,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,12,12,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.13013080006931,371.100473899976,372.099813699955,372.066684999969,None,371.100473899976,None,371.100473899976,None,371.100473899976,None,373.23218893992,None,373.23218893992,None,373.23218893992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,13,13,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.40011809999123,373.232695600018,374.233027399983,374.199798799935,None,373.232695600018,None,373.232695600018,None,373.232695600018,None,375.633291239955,None,375.633291239955,None,375.633291239955,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,14,14,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,1.20353000005707,375.635342999944,376.66617370001,376.599326999974,None,375.635342999944,None,375.635342999944,None,375.635342999944,None,377.833718340017,None,377.833718340017,None,377.833718340017,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,15,15,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,1.79179980000481,377.852810799959,378.866970199975,378.833494100021,None,377.852810799959,None,377.852810799959,None,377.852810799959,None,380.633696040011,None,380.633696040011,None,380.633696040011,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,16,16,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,1.43402239994612,380.63451699994,381.634328400018,381.600647500018,None,380.63451699994,None,380.63451699994,None,380.63451699994,None,383.068720740022,None,383.068720740022,None,383.068720740022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,17,17,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.29633929999545,383.067527599982,384.099274199922,384.066372099915,None,383.067527599982,None,383.067527599982,None,383.067527599982,None,385.366999640001,None,385.366999640001,None,385.366999640001,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,0,18,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.34697900002357,385.368138999911,386.400523299933,386.334171899944,None,385.368138999911,None,385.368138999911,None,385.368138999911,None,387.71557283994,None,387.71557283994,None,387.71557283994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,1,19,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,positive,j,j,1,1.40415080008097,387.716475999914,388.719129799982,388.684983999934,None,387.716475999914,None,387.716475999914,None,387.716475999914,None,390.121280039998,None,390.121280039998,None,390.121280039998,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,2,20,1,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,neutral,k,k,1,1.24357519997284,390.140995300026,391.167351200012,391.101123499917,None,390.140995300026,None,390.140995300026,None,390.140995300026,None,392.368216139951,None,392.368216139951,None,392.368216139951,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,3,21,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,negative,l,l,1,2.12949409999419,392.368745199987,393.401446199976,393.334567899932,None,392.368745199987,None,392.368745199987,None,392.368745199987,None,395.50034369994,None,395.50034369994,None,395.50034369994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,4,22,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,neutral,k,k,1,1.17269540007692,396.501328299986,397.505411999999,397.469358699978,None,396.501328299986,None,396.501328299986,None,396.501328299986,None,398.669077839924,None,398.669077839924,None,398.669077839924,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,5,23,8,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,neutral,positive,j,j,1,1.66549050004687,398.671183199971,399.70275940001,399.63656959997,None,398.671183199971,None,398.671183199971,None,398.671183199971,None,401.334802540008,None,401.334802540008,None,401.334802540008,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,6,24,11,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,positive,j,j,1,1.50026299990714,401.334895399981,402.33631839999,402.303230599966,None,401.334895399981,None,401.334895399981,None,401.334895399981,None,403.837633340026,None,403.837633340026,None,403.837633340026,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,7,25,3,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,neutral,negative,l,l,1,1.23175559996162,403.838474299992,404.867095399997,404.833018800011,None,403.838474299992,None,403.838474299992,None,403.838474299992,None,406.067350839952,None,406.067350839952,None,406.067350839952,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,8,26,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,neutral,k,k,1,1.33004289993551,406.086514799972,407.101595500018,407.068382899975,None,406.086514799972,None,406.086514799972,None,406.086514799972,None,408.402661739953,None,408.402661739953,None,408.402661739953,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,9,27,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,neutral,k,k,1,1.46568879997358,408.403817099985,409.403539899969,409.370363399968,None,408.403817099985,None,408.403817099985,None,408.403817099985,None,410.868277039949,None,410.868277039949,None,410.868277039949,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,10,28,9,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,negative,l,l,1,1.96276420005597,410.869000599952,411.869456199929,411.869456199929,None,410.869000599952,None,410.869000599952,None,410.869000599952,None,413.835602939932,None,413.835602939932,None,413.835602939932,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,11,29,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,neutral,k,k,1,1.33105969999451,413.8380932,414.870506900013,414.803494699998,None,413.8380932,None,413.8380932,None,413.8380932,None,416.169162739988,None,416.169162739988,None,416.169162739988,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,12,30,15,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,negative,l,l,1,1.46720089996234,416.170282099978,417.169998599915,417.137341300026,None,416.170282099978,None,416.170282099978,None,416.170282099978,None,418.63486054003,None,418.63486054003,None,418.63486054003,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,positive,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,13,31,2,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,positive,positive,j,j,1,2.39761980006006,418.652508199913,419.669365899987,419.636259999941,None,418.652508199913,None,418.652508199913,None,418.652508199913,None,422.038061999949,None,422.038061999949,None,422.038061999949,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,1,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,14,32,5,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,positive,j,j,1,0.939056599978358,423.069063199917,424.070598099963,424.037693999941,None,423.069063199917,None,423.069063199917,None,423.069063199917,None,425.002842340025,None,425.002842340025,None,425.002842340025,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,15,33,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,positive,neutral,k,k,1,1.4977337999735,425.003952999949,426.004403200001,425.972450900008,None,425.003952999949,None,425.003952999949,None,425.003952999949,None,427.502930239995,None,427.502930239995,None,427.502930239995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,16,34,17,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,positive,j,j,1,1.43320329999551,427.503631399944,428.50439129991,428.470693600015,None,427.503631399944,None,427.503631399944,None,427.503631399944,None,429.936424539995,None,429.936424539995,None,429.936424539995,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,1,17,35,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,1,negative,negative,l,l,1,1.56341289996635,429.937045099912,430.967843599967,430.93590739998,None,429.937045099912,None,429.937045099912,None,429.937045099912,None,432.503178340022,None,432.503178340022,None,432.503178340022,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,0,36,10,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,neutral,neutral,k,k,1,1.43364379997365,432.504328300012,433.509253599914,433.472329500015,None,432.504328300012,None,432.504328300012,None,432.504328300012,None,434.938151039986,None,434.938151039986,None,434.938151039986,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,1,37,4,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,neutral,k,k,1,1.53257299994584,434.934347799979,435.935963599943,435.902488799999,None,434.934347799979,None,434.934347799979,None,434.934347799979,None,437.471747339924,None,437.471747339924,None,437.471747339924,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,2,38,16,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,negative,neutral,k,k,1,2.62987999990582,437.470916799968,438.471660599927,438.43841079995,None,437.470916799968,None,437.470916799968,None,437.470916799968,None,441.104850400006,None,441.104850400006,None,441.104850400006,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,negative,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,3,39,0,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,negative,l,l,1,1.33905919990502,442.136178000015,443.137796700001,443.105443899985,None,442.136178000015,None,442.136178000015,None,442.136178000015,None,444.471169539948,None,444.471169539948,None,444.471169539948,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,neutral,2,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,4,40,12,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,neutral,negative,l,l,1,1.39704619999975,444.471686900011,445.472130000009,445.438621699926,None,444.471686900011,None,444.471686900011,None,444.471686900011,None,446.870536139922,None,446.870536139922,None,446.870536139922,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,5,41,13,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,2,positive,neutral,k,k,1,1.39777100004721,446.872120199958,447.872607599944,447.838965600007,None,446.872120199958,None,446.872120199958,None,446.872120199958,None,449.271007639926,None,449.271007639926,None,449.271007639926,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,6,42,7,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,negative,neutral,k,k,1,1.31262710003648,449.272197999991,450.304994500009,450.238177999971,None,449.272197999991,None,449.272197999991,None,449.272197999991,None,451.584861239989,None,451.584861239989,None,451.584861239989,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
positive,negative,2,l,j,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,7,43,14,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,1,1,2,negative,positive,j,j,1,1.20028640003875,451.586477699922,452.588533399976,452.555148900021,None,451.586477699922,None,451.586477699922,None,451.586477699922,None,453.788077339984,None,453.788077339984,None,453.788077339984,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
negative,positive,1,j,l,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,2,8,44,6,NaN,,NaN,,,NaN,NaN,,,NaN,NaN,,NaN,,NaN,,NaN,,main,2,2,1,positive,negative,l,l,1,2.03061389992945,453.788445399958,454.789704499999,454.755907399929,None,453.788445399958,None,453.788445399958,None,453.788445399958,None,456.821586799924,None,456.821586799924,None,456.821586799924,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,,NaN,NaN,,503,2023-08-15_16h00.30.255,Main,2022.1.1,None
